"TestFormatRangeID","ActiveRange","TestFormatCode","PrimaryCode","ConditionalCode","ConditionalValue","Fasting","Sex","Age","AgeUnits","RangeDescription","PhoneRangeLow","PhoneRangeHigh","FlagRangeLow","FlagRangeHigh","AlertRangeLow","AlertRangeHigh","AuthorisationRangeLow","AuthorisationRangeHigh","DateValidFrom"
"1445","True","CKMB","True","","","False","","","","","","","","","","","","",""
"1446","True","LDH","True","","","False","","14","D","(309 - 1222)","","","309.0000","1222.0000","","",".0000","99999.0000","2018-09-17"
"1447","True","LDH","False","","","False","","11","M","(163 - 452)","","","163.0000","452.0000","","",".0000","99999.0000","2018-09-17"
"1448","True","LDH","False","","","False","","9","Y","(192 - 321)","","","192.0000","321.0000","","",".0000","99999.0000","2018-09-17"
"1449","True","LDH","False","","","False","F","14","Y","(157 - 272)","","","157.0000","272.0000","","",".0000","99999.0000","2018-09-17"
"1450","True","LDH","False","","","False","M","14","Y","(170 - 283)","","","170.0000","283.0000","","",".0000","99999.0000","2018-09-17"
"1451","True","LDH","False","","","False","","18","Y","(130 - 250)","","","130.0000","250.0000","","",".0000","99999.0000","2018-09-17"
"1452","True","LDH","False","","","False","","120","Y","(125 - 220)","","","125.0000","220.0000","","",".0000","99999.0000","2018-09-17"
"1453","True","LD12","True","","","False","","","","","","","","","","","","",""
"1454","True","LD14","True","","","False","","","","","","","","","","","","",""
"1455","True","LDH1","True","","","False","","","","","","","","","","","","",""
"1456","True","LDH2","True","","","False","","","","","","","","","","","","",""
"1457","True","LDH3","True","","","False","","","","","","","","","","","","",""
"1458","True","LDH4","True","","","False","","","","","","","","","","","","",""
"1459","True","LDH5","True","","","False","","","","","","","","","","","","",""
"1460","True","AST","True","","","False","","14","D","(32 - 162)",".0000","2429.0000","32.0000","162.0000","","",".0000","99999.0000","2018-09-17"
"1461","True","AST","False","","","False","","11","M","(20 - 67)",".0000","1004.0000","20.0000","67.0000","","",".0000","99999.0000","2018-09-17"
"1462","True","AST","False","","","False","","6","Y","(21 - 44)",".0000","659.0000","21.0000","44.0000","","",".0000","99999.0000","2018-09-17"
"1463","True","AST","False","","","False","","11","Y","(18 - 36)",".0000","539.0000","18.0000","36.0000","","",".0000","99999.0000","2018-09-17"
"1464","True","AST","False","","","False","F","18","Y","(13 - 26)",".0000","389.0000","13.0000","26.0000","","",".0000","99999.0000","2018-09-17"
"1465","True","AST","False","","","False","M","18","Y","(14 - 35)",".0000","524.0000","14.0000","35.0000","","",".0000","99999.0000","2018-09-17"
"1466","True","AST","False","","","False","","120","Y","(5 - 34)",".0000","509.0000","5.0000","34.0000","","",".0000","99999.0000","2018-09-17"
"1467","True","ALTR","True","","","False","","","","(<0.8)","","",".0000",".7400","","","","",""
"1468","True","UA","True","","","False","M","","","(0.20 - 0.43)","","",".2000",".4300","","",".1000",".6000","2011-09-01"
"1469","True","UA","False","","","False","F","","","(0.14 - 0.36)",".0000","3.3000",".1400",".3600","","",".1000",".6000","2011-09-01"
"1470","True","UA","False","","","False","","","","","","","","","","",".1000",".6000",""
"1471","True","AMM","True","","","False","","3","W","(< 100)",".0000","99.0000",".0000","100.0000","","",".0000","100.0000","2018-09-17"
"1472","True","AMM","False","","","False","","16","Y","(<50)",".0000","99.0000",".0000","50.0000","","",".0000","100.0000","2018-09-17"
"1473","True","AMM","False","","","False","","120","Y","(<50)",".0000","99.0000",".0000","50.0000","","",".0000","100.0000","2018-09-17"
"1474","True","AM","True","","","False","","70","Y","(25 - 125)",".0000","624.0000","25.0000","125.0000","","",".0000","400.0000","2018-09-17"
"1475","True","AM","False","","","False","","120","Y","(20 - 160)",".0000","799.0000","20.0000","160.0000","","",".0000","400.0000","2018-09-17"
"1476","True","MAMY","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1477","True","LPS","True","","","False","","19","Y","(4 - 39)","","","4.0000","39.0000","","","","100.0000","2016-11-04"
"1478","True","LPS","False","","","False","","120","Y","(8 - 78)","","","8.0000","78.0000","","","","100.0000","2016-11-04"
"1479","True","MACK","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1480","True","MG","True","","","False","","14","D","(0.82 - 1.62)",".4100","100.0000",".8200","1.6200","","",".5000","1.5000","2018-09-17"
"1481","True","MG","False","","","False","","11","M","(0.81 - 1.27)",".4100","100.0000",".8100","1.2700","","",".5000","1.5000","2018-09-17"
"1482","True","MG","False","","","False","","18","Y","(0.86 - 1.17)",".4100","100.0000",".8600","1.1700","","",".5000","1.5000","2018-09-17"
"1483","True","MG","False","","","False","","120","Y","(0.7 - 1.0)",".4100","100.0000",".7000","1.0000","","",".5000","1.5000","2018-09-17"
"1484","True","RBMG","True","","","False","","","","","","","","","","","","",""
"1485","True","CRP","True","@[018210]","TRRU","False","","","","(<5.1)",".0000","299.0000",".0000","5.1000","","",".0000","99999.0000",""
"1486","True","CRP","False","@[018210]","WCRU","False","","","","(<5.1)",".0000","299.0000",".0000","5.1000","","",".0000","99999.0000",""
"1487","True","CRP","False","@[018210]","BHDC","False","","","","(<5.1)",".0000","299.0000",".0000","5.1000","","",".0000","99999.0000",""
"1488","True","CRP","False","@C[32704]","600","False","","","","(<5.1)",".0000","299.0000",".0000","5.1000","","","","",""
"1489","True","CRP","False","","","False","","","","(<5.1)",".0000","299.0000",".0000","5.1000","","","","","2018-09-17"
"1490","True","TNI","True","@C[32704]","600","False","F","","","(0 - 15)",".0000","15.0000",".0000","15.0000","","",".0000","15.0000","2018-09-17"
"1491","True","TNI","False","@C[32704]","600","False","M","","","(0 - 34)",".0000","34.0000",".0000","34.0000","","",".0000","34.0000","2018-09-17"
"1492","True","TNI","False","@S[32704]","11N","False","F","","","(0 - 15)",".0000","15.0000",".0000","15.0000","","",".0000","15.0000","2018-09-17"
"1493","True","TNI","False","@S[32704]","11N","False","M","","","(0 - 34)",".0000","34.0000",".0000","34.0000","","",".0000","34.0000","2018-09-17"
"1494","True","TNI","False","@[018210]","TRAGP","False","F","","","(0 - 15)",".0000","15.0000",".0000","15.0000","","",".0000","15.0000","2018-09-17"
"1495","True","TNI","False","@[018210]","TRAGP","False","M","","","(0 - 34)",".0000","34.0000",".0000","34.0000","","",".0000","34.0000","2018-09-17"
"1496","True","TNI","False","","","False","F","120","Y","(0 - 15)","","",".0000","15.0000","","","","","2018-09-17"
"1497","True","TNI","False","","","False","M","120","Y","(0 - 34)","","",".0000","34.0000","","","","","2018-09-17"
"1498","True","TNT1","True","@C[32704]","600","False","","","","(<14)",".0000","13.0000",".0000","13.0000","","",".0000","13.0000",""
"1499","True","TNT1","False","@S[32704]","11N","False","","","","(<14)",".0000","13.0000",".0000","13.0000","","",".0000","13.0000",""
"1500","True","TNT","True","@C[32704]","600","False","","","","(<0.01)",".0000",".0100",".0000",".0100","","","","",""
"1501","True","TNT","False","","","False","","","","(<0.01)","","",".0000",".0100","","","","",""
"1502","True","TNTS","True","@C[32704]","600","False","","","","(<14)",".0000","13.0000",".0000","13.0000","","",".0000","13.0000",""
"1503","True","TNTS","False","@S[32704]","11N","False","","","","(<14)",".0000","13.0000",".0000","13.0000","","",".0000","13.0000",""
"1504","True","TNTS","False","","","False","","","","(<14)","","",".0000","13.0000","","","","",""
"1505","True","CHO","True","","","False","F","14","D","(1.20 - 3.23)","","","1.2000","3.2300","","",".0000","8.0000","2018-09-17"
"1506","True","CHO","False","","","False","M","14","D","(1.10 - 2.82)","","","1.1000","2.8200","","",".0000","8.0000","2018-09-17"
"1507","True","CHO","False","","","False","","11","M","(1.66 - 6.13)","","","1.6600","6.1300","","",".0000","8.0000","2018-09-17"
"1508","True","CHO","False","","","False","","18","Y","(2.90 - 5.40)","","","2.9000","5.4000","","",".0000","8.0000","2018-09-17"
"1509","True","CHO","False","","","False","","120","Y","(<5.17)","","",".0000","5.1700","","",".0000","8.0000","2018-09-17"
"1510","True","HDL","True","","","False","","14","D","(0.40 - 1.08)","","",".4000","1.0800","","","","","2018-09-17"
"1511","True","HDL","False","","","False","","11","M","(0.30 - 1.85)","","",".3000","1.8500","","","","","2018-09-17"
"1512","True","HDL","False","","","False","","3","Y","(0.84 - 1.63)","","",".8400","1.6300","","","","","2018-09-17"
"1513","True","HDL","False","","","False","","12","Y","(0.92 - 1.88)","","",".9200","1.8800","","","","","2018-09-17"
"1514","True","HDL","False","","","False","F","18","Y","(0.83 - 1.86)","","",".8300","1.8600","","","","","2018-09-17"
"1515","True","HDL","False","","","False","M","18","Y","(0.82 - 1.77)","","",".8200","1.7700","","","","","2018-09-17"
"1516","True","HDL","False","","","False","F","120","Y","(0.9 - 2.1)","","",".9000","2.1000","","","","","2018-09-17"
"1517","True","HDL","False","","","False","M","120","Y","(0.8 - 1.7)","","",".8000","1.7000","","","","","2018-09-17"
"1518","True","CHDR","True","","","False","","","","","","","","","","","","",""
"1519","True","TG","True","","","False","","14","D","(0.93 - 2.93)",".0000","29.0000",".9300","2.9300","","",".1000","10.0000","2018-09-17"
"1520","True","TG","False","","","False","","11","M","(0.60 - 2.92)",".0000","29.0000",".6000","2.9200","","",".1000","10.0000","2018-09-17"
"1521","True","TG","False","","","False","","18","Y","(0.50 - 2.23)",".0000","29.0000",".5000","2.2300","","",".1000","10.0000","2018-09-17"
"1522","True","TG","False","","","False","","120","Y","(<1.70)",".0000","29.0000",".0000","1.7000","","",".1000","10.0000","2018-09-17"
"1523","True","LDL","True","","","False","","6","Y","(1.57 - 3.0)","","","1.5700","3.0000","","","","",""
"1524","True","LDL","False","","","False","","10","Y","(1.7 - 3.0)","","","1.7000","3.0000","","","","",""
"1525","True","LDL","False","","","False","","15","Y","(1.8 - 3.0)","","","1.8000","3.0000","","","","",""
"1526","True","LDL","False","","","False","","20","Y","(1.85 - 3.0)","","","1.8500","3.0000","","","","",""
"1527","True","LDL","False","","","False","","100","Y","(1.4 - 4.0)","","","1.4000","4.0000","","","","",""
"1528","True","IRON","True","","","False","","13","Y","(2.8 - 22.9)","","","2.8000","22.9000","","",".0000","99999.0000","2018-09-17"
"1529","True","IRON","False","","","False","F","18","Y","(3.5 - 29.0)","","","3.5000","29.0000","","",".0000","99999.0000","2018-09-17"
"1530","True","IRON","False","","","False","M","18","Y","(5.5 - 30.0)","","","5.5000","30.0000","","",".0000","99999.0000","2018-09-17"
"1531","True","IRON","False","","","False","F","120","Y","(9.0 - 30.4)","","","9.0000","30.4000","","",".0000","99999.0000","2018-09-17"
"1532","True","IRON","False","","","False","M","120","Y","(11.6 - 31.3)","","","11.6000","31.3000","","",".0000","99999.0000","2018-09-17"
"1533","True","TRF","True","","","False","","8","W","(1.04 - 2.24)","","","1.0400","2.2400","","","","","2018-09-17"
"1534","True","TRF","False","","","False","","11","M","(1.07 - 3.24)","","","1.0700","3.2400","","","","","2018-09-17"
"1535","True","TRF","False","","","False","","18","Y","(2.20 - 3.37)","","","2.2000","3.3700","","","","","2018-09-17"
"1536","True","TRF","False","","","False","F","60","Y","(1.80 - 3.82)","","","1.8000","3.8200","","","","","2018-09-17"
"1537","True","TRF","False","","","False","M","60","Y","(1.74 - 3.64)","","","1.7400","3.6400","","","","","2018-09-17"
"1538","True","TRF","False","","","False","F","120","Y","(1.73 - 3.60)","","","1.7300","3.6000","","","","","2018-09-17"
"1539","True","TRF","False","","","False","M","120","Y","(1.63 - 3.44)","","","1.6300","3.4400","","","","","2018-09-17"
"1540","True","FEST","True","@C[32704]","301","False","","120","Y","(<45)","","",".0000","45.0000","","",".0000","99999.0000","2018-09-17"
"1541","True","FEST","False","","","False","","120","Y","(<45)","","",".0000","45.0000","","","99999.0000","99999.0000","2018-09-17"
"1542","True","TIBC","True","","","False","","","","","","","","","","","","",""
"1543","True","OSMO","True","","","False","","","","(275 - 295)","","","275.0000","295.0000","250.0000","350.0000","265.0000","300.0000",""
"1544","True","OGAP","True","","","False","","","","(<10)","","",".0000","10.0000","","",".0000","10.0000",""
"1545","True","AMM","True","","","False","","1","M","(<100)",".0000","100.0000",".0000","100.0000","","","99999.0000","99999.0000","2011-09-01"
"1546","True","AMM","False","","","False","","120","Y","(<50)",".0000","50.0000",".0000","50.0000","","","99999.0000","99999.0000","2011-09-01"
"1547","True","AMM","False","","","False","","","","","99999.0000","99999.0000","","","","","99999.0000","99999.0000","2011-09-01"
"1548","True","LACT","True","","","False","","","","(0.6 - 2.5)",".0000","2.4000",".6000","2.5000","","","99999.0000","99999.0000","2011-09-01"
"1549","True","BLAC","True","","","False","","","","(0.6 - 1.6)",".0000","1.6000",".6000","1.6000","","","99999.0000","99999.0000","2016-01-14"
"1550","True","CPEP","True","","","False","","","","","","","","","","","","",""
"1551","True","UCYS","True","","","False","F","","","(15 - 55)","","","15.0000","55.0000","","","","",""
"1552","True","UCYS","False","","","False","M","","","(15 - 140)","","","15.0000","140.0000","","","","",""
"1553","True","VIP","True","","","False","","","","(<30)","","",".0000","30.0000","","","","",""
"1554","True","PP","True","","","False","","","","(<300)","","",".0000","300.0000","","","","",""
"1555","True","GAST","True","","","False","","","","(<40)","","",".0000","40.0000","","","","",""
"1556","True","GLUG","True","","","False","","","","(<50)","","",".0000","50.0000","","","","",""
"1557","True","NEUR","True","","","False","","","","(<100)","","",".0000","100.0000","","","","",""
"1558","True","SOMA","True","","","False","","","","(<150)","","",".0000","150.0000","","","","",""
"1559","True","CHRA","True","","","False","","","","(<60)","","",".0000","60.0000","","","","",""
"1560","True","CHRB","True","","","False","","","","(<150)","","",".0000","150.0000","","","","",""
"1561","True","GACH","True","","","False","","","","(<150)","","",".0000","150.0000","","","","","2015-01-29"
"1562","True","GALT","True","","","False","","","","","","","","","","","","",""
"1563","True","HOMO","True","","","False","F","","","(<11.3)","","",".0000","11.3000","","","","",""
"1564","True","HOMO","False","","","False","M","","","(<14.3)","","",".0000","14.3000","","","","",""
"1565","True","MANN","True","","","False","","","","","","","","","","","","",""
"1566","True","LACL","True","","","False","","","","","","","","","","","","",""
"1567","True","LMRA","True","","","False","","","","","","","","","","","","",""
"1568","True","MUCO","True","","","False","","7","M","(<34)","","",".0000","34.0000","","","","",""
"1569","True","MUCO","False","","","False","","2","Y","(<32)","","",".0000","32.0000","","","","",""
"1570","True","MUCO","False","","","False","","3","Y","(<30)","","",".0000","30.0000","","","","",""
"1571","True","MUCO","False","","","False","","4","Y","(<28)","","",".0000","28.0000","","","","",""
"1572","True","MUCO","False","","","False","","5","Y","(<26)","","",".0000","26.0000","","","","",""
"1573","True","MUCO","False","","","False","","6","Y","(<24)","","",".0000","24.0000","","","","",""
"1574","True","MUCO","False","","","False","","7","Y","(<22)","","",".0000","22.0000","","","","",""
"1575","True","MUCO","False","","","False","","8","Y","(<21)","","",".0000","21.0000","","","","",""
"1576","True","MUCO","False","","","False","","9","Y","(<20)","","",".0000","20.0000","","","","",""
"1577","True","MUCO","False","","","False","","10","Y","(<18)","","",".0000","18.0000","","","","",""
"1578","True","MUCO","False","","","False","","11","Y","(<17)","","",".0000","17.0000","","","","",""
"1579","True","MUCO","False","","","False","","12","Y","(<16)","","",".0000","16.0000","","","","",""
"1580","True","MUCO","False","","","False","","13","Y","(<15)","","",".0000","15.0000","","","","",""
"1581","True","MUCO","False","","","False","","14","Y","(<14)","","",".0000","14.0000","","","","",""
"1582","True","MUCO","False","","","False","","15","Y","(<13)","","",".0000","13.0000","","","","",""
"1583","True","MUCO","False","","","False","","19","Y","(<9)","","",".0000","9.0000","","","","",""
"1584","True","MUCO","False","","","False","","120","Y","(<5)","","",".0000","5.0000","","","","",""
"1585","True","UMCC","True","","","False","","7","M","(<34)","","",".0000","34.0000","","","99999.0000","99999.0000",""
"1586","True","UMCC","False","","","False","","2","Y","(<32)","","",".0000","32.0000","","","99999.0000","99999.0000",""
"1587","True","UMCC","False","","","False","","3","Y","(<30)","","",".0000","30.0000","","","99999.0000","99999.0000",""
"1588","True","UMCC","False","","","False","","4","Y","(<28)","","",".0000","28.0000","","","99999.0000","99999.0000",""
"1589","True","UMCC","False","","","False","","5","Y","(<26)","","",".0000","26.0000","","","99999.0000","99999.0000",""
"1590","True","UMCC","False","","","False","","6","Y","(<24)","","",".0000","24.0000","","","99999.0000","99999.0000",""
"1591","True","UMCC","False","","","False","","7","Y","(<22)","","",".0000","22.0000","","","99999.0000","99999.0000",""
"1592","True","UMCC","False","","","False","","8","Y","(<21)","","",".0000","21.0000","","","99999.0000","99999.0000",""
"1593","True","UMCC","False","","","False","","9","Y","(<20)","","",".0000","20.0000","","","99999.0000","99999.0000",""
"1594","True","UMCC","False","","","False","","10","Y","(<18)","","",".0000","18.0000","","","99999.0000","99999.0000",""
"1595","True","UMCC","False","","","False","","11","Y","(<17)","","",".0000","17.0000","","","99999.0000","99999.0000",""
"1596","True","UMCC","False","","","False","","12","Y","(<16)","","",".0000","16.0000","","","99999.0000","99999.0000",""
"1597","True","UMCC","False","","","False","","13","Y","(<15)","","",".0000","15.0000","","","99999.0000","99999.0000",""
"1598","True","UMCC","False","","","False","","14","Y","(<14)","","",".0000","14.0000","","","99999.0000","99999.0000",""
"1599","True","UMCC","False","","","False","","15","Y","(<13)","","",".0000","13.0000","","","99999.0000","99999.0000",""
"1600","True","UMCC","False","","","False","","19","Y","(<9)","","",".0000","9.0000","","","99999.0000","99999.0000",""
"1601","True","UMCC","False","","","False","","120","Y","(<5)","","",".0000","5.0000","","","99999.0000","99999.0000",""
"1602","True","MYOG","True","","","False","","","","","","","","","","","","",""
"1603","True","PNAL","True","","","False","","3","M","(42 - 182)","","","42.0000","182.0000","","","","",""
"1604","True","PNAL","False","","","False","","120","Y","(21 - 133)","","","21.0000","133.0000","","","","",""
"1605","True","PRIS","True","","","False","","","","","","","","","","","","",""
"1606","True","PSR","True","","","False","","","","","","","","","","","","",""
"1607","True","PYRU","True","","","False","","","","","","","","","","","","",""
"1608","True","PYRX","True","","","False","","","","","","","","","","","","",""
"1609","True","TRYP","True","","","False","","","","","","","","","","","","",""
"1610","True","VITA","True","","","False","F","4","Y","(0.5 - 1.6)","","",".5000","1.6000","","","","",""
"1611","True","VITA","False","","","False","F","18","Y","(0.8 - 2.2)","","",".8000","2.2000","","","","",""
"1612","True","VITA","False","","","False","F","120","Y","(0.8 - 3.0)","","",".8000","3.0000","","","","",""
"1613","True","VITA","False","","","False","M","4","Y","(0.5 - 1.6)","","",".5000","1.6000","","","","",""
"1614","True","VITA","False","","","False","M","18","Y","(0.8 - 2.2)","","",".8000","2.2000","","","","",""
"1615","True","VITA","False","","","False","M","120","Y","(1.1 - 3.4)","","","1.1000","3.4000","","","","",""
"1616","True","VITD","True","","","False","","","","","","","","","","","","",""
"1617","True","25VD","True","","","False","","","","","","","","","","","","",""
"1618","True","125V","True","","","False","","","","(48 - 110)","","","48.0000","110.0000","","","","",""
"1619","True","VITE","True","","","False","","","","(10.2 - 39)","","","10.2000","39.0000","","","","",""
"1620","True","BDWT","True","","","False","","","","","","","","","","","","",""
"1621","True","VCE","True","","","False","","","","(3.5 - 4.5)","","","3.5000","4.5000","","","","",""
"1622","True","BPH","True","","","False","","","","(7.38 - 7.42)","","","7.3800","7.4200","6.9000","7.9000","","",""
"1623","True","PCO2","True","","","False","","","","(4.5 - 6.0)","","","4.5000","6.0000",".0000","30.0000","","",""
"1624","True","PO2","True","","","False","","","","(12 - 15)","","","12.0000","15.0000",".0000","50.0000","","",""
"1625","True","SBIC","True","","","False","","","","(22 - 26)","","","22.0000","26.0000","5.0000","40.0000","","",""
"1626","True","BE","True","","","False","","","","(-1 to +1)","","","-1.0000","1.0000","","","-9999.0000","99999.0000",""
"1627","True","OSAT","True","","","False","","","","(96 - 97)","","","96.0000","97.0000","","","","",""
"1628","True","COHB","True","","","False","","","","","","","","","","","2.0000","25.0000",""
"1629","True","MHB","True","","","False","","","","(<3)","","",".0000","3.0000","","",".0000","3.0000",""
"1630","True","SUHB","True","","","False","","","","(<0.7)","","",".0000",".7000","","",".0000",".7000",""
"1631","True","P","True","","","False","","15","Y","",".0000",".6000","","","","","5.0000","99999.0000",""
"1632","True","P","False","","","False","","120","Y","",".0000",".6000","","","","","","",""
"1633","True","S","True","","","False","","15","Y","",".0000","50.0000","","","","","5.0000","99999.0000",""
"1634","True","S","False","","","False","","120","Y","",".0000","299.0000","","","","","","",""
"1635","True","PARQ","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1636","True","UCP","True","","","False","","","","","","","","","","","","",""
"1637","True","VOL","True","","","False","","","","","","","","",".0000","5.0000",".0000","6.0000",""
"1638","True","UNA","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1639","True","NA24","True","","","False","","","","(40 - 220)","","","40.0000","220.0000","","",".0000","1000.0000","2018-09-17"
"1640","True","UK","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1641","True","K24","True","","","False","","","","(25 - 125)","","","25.0000","125.0000","","",".0000","500.0000",""
"1642","True","UCL","True","","","False","","","","","","","","","","","","",""
"1643","True","CL24","True","","","False","","","","","","","","","","","","",""
"1644","True","UU","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1645","True","UR24","True","","","False","","","","(428 - 714)","","","428.0000","714.0000","","",".0000","1000.0000","2018-09-17"
"1646","True","UN24","True","","","False","","","","(12 - 20)","","","12.0000","20.0000","","","12.0000","20.0000",""
"1647","True","UCRE","True","","","False","","","","","","","","","","",".0000","99999.0000","2018-09-17"
"1648","True","CR24","True","","","False","","","","(6.3 - 14.6)","","","6.3000","14.6000","","","","","2018-09-17"
"1649","True","UCOR","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1650","True","CO24","True","","","False","","","","(100 - 300)","","","100.0000","300.0000","","","99999.0000","99999.0000",""
"1651","True","UOXA","True","","","False","","","","","","","","","","","","",""
"1652","True","UOXC","True","","","False","","","","","","","","","","","","",""
"1653","True","OX24","True","","","False","","","","(100 - 460)","","","100.0000","460.0000","","","99999.0000","99999.0000",""
"1654","True","UO24","True","","","False","","","","(0.04 - 0.50)","","",".0400",".5000","","","99999.0000","99999.0000",""
"1655","True","UCA","True","","","False","","","","","","","","","","","","",""
"1656","True","UCAC","True","","","False","","1","Y","(<1500)","","",".0000","1500.0000","","",".0000","1500.0000",""
"1657","True","UCAC","False","","","False","","2","Y","(<1250)","","",".0000","1250.0000","","",".0000","1250.0000",""
"1658","True","UCAC","False","","","False","","5","Y","(<1000)","","",".0000","1000.0000","","",".0000","1000.0000",""
"1659","True","UCAC","False","","","False","","10","Y","(<700)","","",".0000","700.0000","","",".0000","700.0000",""
"1660","True","UCAC","False","","","False","","18","Y","(<600)","","",".0000","600.0000","","",".0000","600.0000",""
"1661","True","UCAC","False","","","False","","","","(100 - 450)","","","100.0000","450.0000","","",".0000","1000.0000",""
"1662","True","CA24","True","","","False","","","","(2.5 - 7.5)","","","2.5000","7.5000","","",".0000","20.0000","2011-09-01"
"1663","True","UPHO","True","","","False","","","","","","","","","","","","",""
"1664","True","PH24","True","","","False","","","","(15 - 50)","","","15.0000","50.0000","","",".0000","50.0000","2011-09-01"
"1665","True","UUA","True","","","False","","","","","","","","","","","","",""
"1666","True","UA24","True","","","False","","","","(1.5 - 4.5)","","","1.5000","4.5000","","",".0000","10.0000","2011-09-01"
"1667","True","UMG","True","","","False","","","","","","","","","","","","",""
"1668","True","MG24","True","","","False","","","","(2.4 - 6.5)","","","2.4000","6.5000","","",".0000","20.0000","2011-09-01"
"1669","True","UP","True","","","False","","","","","","","","","","","","",""
"1670","True","P24","True","","","False","","","","(<0.15)","","",".0000",".1500","","",".0000","10.0000",""
"1671","True","P24","False","","","False","","","","(<0.3)","","",".0000",".3000","","",".0000","10.0000","2018-09-17"
"1672","True","UAM","True","","","False","","","","","","","","","","","","",""
"1673","True","UOSM","True","","","False","","","","(50 - 1200)","","","50.0000","1200.0000","","","99999.0000","99999.0000",""
"1674","True","PCR","True","","","False","","","","(<20)","","",".0000","20.0000","","",".0000","10000.0000",""
"1675","True","CC","True","","","False","F","31","Y","(81 - 134)","","","81.0000","134.0000","","","","",""
"1676","True","CC","False","","","False","F","41","Y","(75 - 128)","","","75.0000","128.0000","","","","",""
"1677","True","CC","False","","","False","F","51","Y","(69 - 122)","","","69.0000","122.0000","","","","",""
"1678","True","CC","False","","","False","F","61","Y","(64 - 116)","","","64.0000","116.0000","","","","",""
"1679","True","CC","False","","","False","F","71","Y","(58 - 110)","","","58.0000","110.0000","","","","",""
"1680","True","CC","False","","","False","F","81","Y","(52 - 105)","","","52.0000","105.0000","","","","",""
"1681","True","CC","False","","","False","M","31","Y","(88 - 146)","","","88.0000","146.0000","","","","",""
"1682","True","CC","False","","","False","M","41","Y","(82 - 140)","","","82.0000","140.0000","","","","",""
"1683","True","CC","False","","","False","M","51","Y","(75 - 133)","","","75.0000","133.0000","","","","",""
"1684","True","CC","False","","","False","M","61","Y","(68 - 126)","","","68.0000","126.0000","","","","",""
"1685","True","CC","False","","","False","M","71","Y","(61 - 120)","","","61.0000","120.0000","","","","",""
"1686","True","CC","False","","","False","M","81","Y","(55 - 113)","","","55.0000","113.0000","","","","",""
"1687","True","UMA","True","","","False","","","","","","","","","","","","",""
"1688","True","UMCR","True","","","False","F","","","(<3.5)","","",".0000","3.5000","","",".0000","10000.0000",""
"1689","True","UMCR","False","","","False","","","","(<2.5)","","",".0000","2.5000","","",".0000","10000.0000",""
"1690","True","UPH","True","","","False","","","","","","","","","","","","",""
"1691","True","URS","True","","","False","","","","","","","","","","","","",""
"1692","True","USC","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"1693","True","USG","True","","","False","","","","","","","","","","","","",""
"1694","True","UGLU","True","","","False","","","","","","","","","","","","",""
"1695","True","UKET","True","","","False","","","","","","","","","","","","",""
"1696","True","XYL","True","","","False","","","","","","","","","","","","",""
"1697","True","UXY1","True","","","False","","","","","","","","","","","","",""
"1698","True","UXY2","True","","","False","","","","","","","","","","","","",""
"1699","True","UXYR","True","","","False","","","","","","","","","","","","",""
"1700","True","TSH","True","","","False","","5","M","(0.73 - 4.77)","","",".7300","4.7700","","",".7300","4.7700","2018-09-17"
"1701","True","TSH","False","","","False","","13","Y","(0.70 - 4.17)","","",".7000","4.1700","","",".7000","4.1700","2018-09-17"
"1702","True","TSH","False","","","False","","18","Y","(0.47 - 3.41)","","",".4700","3.4100","","",".4700","3.4100","2018-09-17"
"1703","True","TSH","False","","","False","","120","Y","(0.35 - 4.94)","","",".3500","4.9400","","",".3500","4.9400","2018-09-17"
"1704","True","TSHX","True","","","False","","5","M","(0.73 - 4.77)","","",".7300","4.7700","","",".7300","4.7700","2018-09-17"
"1705","True","TSHX","False","","","False","","13","Y","(0.70 - 4.17)","","",".7000","4.1700","","",".7000","4.1700","2018-09-17"
"1706","True","TSHX","False","","","False","","18","Y","(0.47 - 3.41)","","",".4700","3.4100","","",".4700","3.4100","2018-09-17"
"1707","True","TSHX","False","","","False","","120","Y","(0.35 - 4.94)","","",".3500","4.9400","","",".3500","4.9400","2018-09-17"
"1708","True","XTSH","True","","","False","","5","M","(0.73 - 4.77)","","",".7300","4.7700","","",".7300","4.7700","2018-09-17"
"1709","True","XTSH","False","","","False","","13","Y","(0.70 - 4.17)","","",".7000","4.1700","","",".7000","4.1700","2018-09-17"
"1710","True","XTSH","False","","","False","","18","Y","(0.47 - 3.41)","","",".4700","3.4100","","",".4700","3.4100","2018-09-17"
"1711","True","XTSH","False","","","False","","120","Y","(0.35 - 4.94)","","",".3500","4.9400","","",".3500","4.9400","2018-09-17"
"1712","True","FT4","True","","","False","","14","D","(13.5 - 41.3)","5.3000","63.0000","13.5000","41.3000","","","13.5000","41.3000","2018-09-17"
"1713","True","FT4","False","","","False","","29","D","(8.7 - 32.5)","5.3000","63.0000","8.7000","32.5000","","","8.7000","32.5000","2018-09-17"
