"TestFormatRangeID","ActiveRange","TestFormatCode","PrimaryCode","ConditionalCode","ConditionalValue","Fasting","Sex","Age","AgeUnits","RangeDescription","PhoneRangeLow","PhoneRangeHigh","FlagRangeLow","FlagRangeHigh","AlertRangeLow","AlertRangeHigh","AuthorisationRangeLow","AuthorisationRangeHigh","DateValidFrom"
"2599","True","FTHR","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"2600","True","QUAD","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"2601","True","SNDR","True","","","False","","","","","","","","","","","","",""
"2602","True","ACE","True","","","False","","","","(10 - 75)","","","10.0000","75.0000","","","","","2010-09-09"
"2603","True","FKLC","True","","","False","","","","(3.3 - 19.4)","","","3.3000","19.4000","","","","",""
"2604","True","FLLC","True","","","False","","","","(5.71 - 26.3)","","","5.7100","26.3000","","","","",""
"2605","True","FKLR","True","","","False","","","","(0.26 - 1.65)","","",".2600","1.6500","","","","",""
"2606","True","XKLC","True","","","False","","","","(3.3 - 19.4)","","","","","","","","",""
"2607","True","XLLC","True","","","False","","","","(5.71 - 26.3)","","","","","","","","",""
"2608","True","XKLR","True","","","False","","","","(0.26 - 1.65)","","","","","","","","",""
"2609","True","CAE","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"2610","True","INST","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"2611","True","CALP","True","","","False","","","","(<50)","","",".0000","50.0000","","","","",""
"2612","True","TOPI","True","","","False","","","","(6 - 74)","","","6.0000","74.0000","","","","",""
"2613","True","BIOT","True","","","False","","","","(2.0 - 6.0)","","","2.0000","6.0000","","","99999.0000","99999.0000","2015-06-22"
"2614","True","BIOD","True","","","False","","","","(2.6 - 7.0","","","2.6000","7.0000","","","99999.0000","99999.0000","2019-06-01"
"2615","True","AP25","True","","","False","","","","(0.8 - 1.2)","","",".7900","1.3000","","","","",""
"2616","True","PT25","True","","","False","","","","(0.8 - 1.2)","","",".7900","1.3000","","","","",""
"2617","True","CC3","True","","","False","","","","(0.75 - 1.65)","","",".7400","1.6600","","","","",""
"2618","True","CC4","True","","","False","","","","(0.14 - 0.54)","","",".1300",".5500","","","","",""
"2619","True","MAG","True","","","False","","","","(0 - 1000)","","",".0000","1001.0000","","",".0000","1000.0000",""
"2620","True","AC1Q","True","","","False","","","","(0 - 15)","","",".0000","15.0000","","",".0000","15.0000",""
"2621","True","TACB","True","","","False","","","","(5 - 15)","","","5.0000","15.0000","","","","",""
"2622","True","CTT","True","","","False","","","","","","","","","","","","",""
"2623","True","7HCH","True","","","False","","","","(<2.5)","","",".0000","2.4900","","","","","2015-06-22"
"2624","True","OLAN","True","","","False","","","","(20 - 40)","","","20.0000","40.0000","","","","",""
"2625","True","TETX","True","","","False","","","","(<1.8)","","",".0000","1.8000","","","","",""
"2626","True","CHCG","True","","","False","","","","(<2) Non-pregnant","","",".0000","1.9000","","","","",""
"2627","True","CAFP","True","","","False","","","","(<3) >2mths old","","",".0000","2.9000","","","","",""
"2628","True","LEVE","True","","","False","","","","(12-46)","","","12.0000","46.0000","","","","",""
"2629","True","HOLO","True","","","False","","","","(25 - 108)","","","24.9000","109.0000","","","99999.0000","99999.0000","2016-10-24"
"2630","True","INFA","True","","","False","","","","(<10.0)","","",".0000","10.0000","","","","",""
"2631","True","ADAB","True","","","False","","","","(<10.0)","","",".0000","10.0000","","","","",""
"2632","True","CSAL","True","","","False","","5","M","(18 - 59)","","","17.0000","60.0000","","","99999.0000","99999.0000",""
"2633","True","CSAL","False","","","False","","120","Y","(13 - 41)","","","12.0000","42.0000","","","99999.0000","99999.0000",""
"2634","True","CSGL","True","","","False","","5","M","(2 - 15)","","","1.0000","16.0000","","","99999.0000","99999.0000",""
"2635","True","CSGL","False","","","False","","120","Y","(2 - 10)","","","1.0000","11.0000","","","99999.0000","99999.0000",""
"2636","True","CSPR","True","","","False","","","","(0.01 - 0.04)","","",".0090",".0500","","","99999.0000","99999.0000",""
"2637","True","CSSE","True","","","False","","5","M","(32 - 80)","","","31.0000","81.0000","","","99999.0000","99999.0000",""
"2638","True","CSSE","False","","","False","","1","Y","(27 - 63)","","","26.0000","64.0000","","","99999.0000","99999.0000",""
"2639","True","CSSE","False","","","False","","5","Y","(24 - 56)","","","23.0000","57.0000","","","99999.0000","99999.0000",""
"2640","True","CSSE","False","","","False","","120","Y","(18 - 44)","","","17.0000","45.0000","","","99999.0000","99999.0000",""
"2641","True","CSTH","True","","","False","","5","M","(21 - 115)","","","20.0000","116.0000","","","99999.0000","99999.0000",""
"2642","True","CSTH","False","","","False","","120","Y","(12 - 55)","","","11.0000","56.0000","","","99999.0000","99999.0000",""
"2643","True","PLGL","True","","","False","","4","M","(224 - 515)","","","223.0000","516.0000","","","99999.0000","99999.0000",""
"2644","True","PLGL","False","","","False","","120","Y","(100 - 390)","","","119.0000","391.0000","","","99999.0000","99999.0000",""
"2645","True","UFC","True","","","False","","","","(<120 nmol/24 hours)","","",".0000","119.0000","","","99999.0000","99999.0000",""
"2646","True","UFCM","True","","","False","","","","(<165 nmol/24 hours)","","",".0000","165.0000","","","99999.0000","99999.0000",""
"2647","True","UCIE","True","","","False","","","","(>1.5mmol/24hr)","","","","","","","","",""
"2648","True","UCIC","True","","","False","","","","(>=0.1mmol/mmol creatinine)","","","","","","","","",""
"2649","True","D1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2650","True","E1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2651","True","E3","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2652","True","E4","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2653","True","E5","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2654","True","E6","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2655","True","E70","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2656","True","E73","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2657","True","E78","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2658","True","E82","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2659","True","E84","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2660","True","E85","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2661","True","E86","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2662","True","E89","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2663","True","E196","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2664","True","E201","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2665","True","E213","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2666","True","E214","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2667","True","EX71","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2668","True","EX72","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2669","True","GX1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2670","True","I1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2671","True","I3","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2672","True","K81","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2673","True","K82","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2674","True","K84","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2675","True","IF1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2676","True","IF2","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2677","True","IF3","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2678","True","IF4","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2679","True","IF5","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2680","True","IF6","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2681","True","IF7","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2682","True","IF8","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2683","True","IF9","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2684","True","IF10","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2685","True","IF12","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2686","True","IF13","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2687","True","F14","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2688","True","F15","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2689","True","F16","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2690","True","F17","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2691","True","F18","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2692","True","F20","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2693","True","F23","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2694","True","F24","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2695","True","F25","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2696","True","F26","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2697","True","F27","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2698","True","F32","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2699","True","F33","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2700","True","F35","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2701","True","F36","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2702","True","F37","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2703","True","F40","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2704","True","F41","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2705","True","F42","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2706","True","F44","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2707","True","F45","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2708","True","F46","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2709","True","F47","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2710","True","F48","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2711","True","F49","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2712","True","F75","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2713","True","F79","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2714","True","F80","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2715","True","F81","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2716","True","F83","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2717","True","F84","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2718","True","F87","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2719","True","F88","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2720","True","F92","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2721","True","F93","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2722","True","F94","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2723","True","F95","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2724","True","F96","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2725","True","F201","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2726","True","F202","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2727","True","F203","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2728","True","F204","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2729","True","F208","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2730","True","F209","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2731","True","F210","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2732","True","F212","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2733","True","F218","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2734","True","F235","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2735","True","F237","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2736","True","F242","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2737","True","F247","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2738","True","F248","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2739","True","F253","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2740","True","F254","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2741","True","F255","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2742","True","F256","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2743","True","F279","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2744","True","F299","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2745","True","F309","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2746","True","F343","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2747","True","F416","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2748","True","M3","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2749","True","TG1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2750","True","TX1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2751","True","SB1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2752","True","PMW1","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2753","True","PMW2","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2754","True","PMW3","True","","","False","","","","(0 ? 0.34 kUA/L)","","","","","","",".0000","99999.0000",""
"2755","True","ALC","True","","","False","","15","Y","",".0000","10.0000","","","","","99999.0000","99999.0000",""
"2756","True","ALC","False","","","False","","120","Y","",".0000","399.0000","","","","",".0000","399.0000",""
"2757","True","QPTN","True","","","False","","","","(11.6 - 16)","","","11.6000","16.0000","11.6000","16.0000","11.6000","16.0000",""
"2758","True","QPTA","True","","","False","","","","(19.8 - 24.8)","","","19.8000","24.8000","19.8000","24.8000","19.8000","24.8000",""
"2759","True","INRN","True","","","False","","","","(0.8 - 1.2)","","",".8000","1.2000",".8000","1.2000",".8000","1.2000",""
"2760","True","INRA","True","","","False","","","","(1.56 - 1.8)","","","1.5600","1.8000","1.5600","1.8000","1.5600","1.8000",""
"2761","True","INRM","True","","","False","","","","(0.8 - 1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"2762","True","QAPN","True","","","False","","","","(30.8 - 39.1)","","","30.8000","39.1000","30.8000","39.1000","30.8000","39.1000",""
"2763","True","QAPA","True","","","False","","","","(43.4 - 53)","","","43.4000","53.0000","43.4000","53.0000","43.4000","53.0000",""
"2764","True","APMR","True","","","False","","","","(0.8 - 1.2)","","",".8000","1.2000","","",".8000","1.2000",""
"2765","True","MAPR","True","","","False","","","","(1.28 - 1.52)","","","1.2800","1.5200","1.2800","1.5200","1.2800","1.5200",""
"2766","True","QFBN","True","","","False","","","","(1.94 - 3.25)","","","1.9400","3.2500","1.9400","3.2500","1.9400","3.2500",""
"2767","True","QFBA","True","","","False","","","","(1.52 - 3.9)","","","1.5200","3.9000","1.5200","3.9000","1.5200","3.9000",""
"2768","True","MFIB","True","","","False","","","","(1.7 - 4.6)","","","1.7000","4.6000","1.7000","4.6000","1.7000","4.6000",""
"2769","True","CRPT","True","","","False","","","","(<5.1)","","",".0000","5.1000","","","","",""
"100001","False","XFT4","True","","","False","","14","D","(13.5 - 41.3)","5.3000","63.0000","13.5000","41.3000","","","13.5000","41.3000","2018-09-17"
"100002","False","XFT4","False","","","False","","29","D","(8.7 - 32.5)","5.3000","63.0000","8.7000","32.5000","","","8.7000","32.5000","2018-09-17"
"100003","False","XFT4","False","","","False","","11","M","(11.4 - 21.9)","5.3000","63.0000","11.4000","21.9000","","","11.4000","21.9000","2018-09-17"
"100004","False","XFT4","False","","","False","","18","Y","(11.4 - 17.6)","5.3000","63.0000","11.4000","17.6000","","","11.4000","17.6000","2018-09-17"
"100005","False","XFT4","False","","","False","","120","Y","(9.0 - 19.0)","5.3000","63.0000","9.0000","19.0000","","","9.0000","19.0000","2018-09-17"
"100006","False","FT4X","True","","","False","","14","D","(13.5 - 41.3)","5.3000","63.0000","13.5000","41.3000","","","13.5000","41.3000","2018-09-17"
"100007","False","FT4X","False","","","False","","29","D","(8.7 - 32.5)","5.3000","63.0000","8.7000","32.5000","","","8.7000","32.5000","2018-09-17"
"100008","False","FT4X","False","","","False","","11","M","(11.4 - 21.9)","5.3000","63.0000","11.4000","21.9000","","","11.4000","21.9000","2018-09-17"
"100009","False","FT4X","False","","","False","","18","Y","(11.4 - 17.6)","5.3000","63.0000","11.4000","17.6000","","","11.4000","17.6000","2018-09-17"
"100010","False","FT4X","False","","","False","","120","Y","(9.0 - 19.0)","5.3000","63.0000","9.0000","19.0000","","","9.0000","19.0000","2018-09-17"
"100011","False","FT4","True","","","False","","14","D","(13.5 - 41.3)","5.3000","63.0000","13.5000","41.3000","","","13.5000","41.3000","2018-09-17"
"100012","False","FT4","False","","","False","","29","D","(8.7 - 32.5)","5.3000","63.0000","8.7000","32.5000","","","8.7000","32.5000","2018-09-17"
"100013","False","FT4","False","","","False","","11","M","(11.4 - 21.9)","5.3000","63.0000","11.4000","21.9000","","","11.4000","21.9000","2018-09-17"
"100014","False","FT4","False","","","False","","18","Y","(11.4 - 17.6)","5.3000","63.0000","11.4000","17.6000","","","11.4000","17.6000","2018-09-17"
"100015","False","FT4","False","","","False","","120","Y","(9.0 - 19.0)","5.3000","63.0000","9.0000","19.0000","","","9.0000","19.0000","2018-09-17"
"100016","False","DEOX","True","","","False","","","","(<20.9)","","",".0000","20.9000","","","","",""
"100017","False","FEST","True","","","False","F","60","Y","(16 - 52)","","","16.0000","52.0000","","","16.0000","52.0000",""
"100018","False","FEST","False","","","False","F","120","Y","(14 - 55)","","","14.0000","55.0000","","","14.0000","55.0000",""
"100019","False","FEST","False","","","False","M","60","Y","(19 - 55)","","","19.0000","55.0000","","","19.0000","55.0000",""
"100020","False","FEST","False","","","False","M","120","Y","(18 - 58)","","","18.0000","58.0000","","","18.0000","58.0000",""
"100021","False","FEST","False","","","False","","120","Y","(<45)","","","45.0000","45.0000","","","45.0000","45.0000","2018-09-17"
"100022","False","TG","True","","","False","","10","Y","(0.41 - 1.25)",".0000","30.0000",".4100","1.2500","","",".1000","10.0000",""
"100023","False","TG","False","","","False","","15","Y","(0.45 - 1.36)",".0000","30.0000",".4500","1.3600","","",".1000","10.0000",""
"100024","False","TG","False","","","False","","20","Y","(0.48 - 1.52)",".0000","30.0000",".4800","1.5200","","",".1000","10.0000",""
"100025","False","TG","False","","","False","","100","Y","(0.50 - 1.86)",".0000","30.0000",".5000","1.8600","","",".1000","10.0000",""
"100026","False","TG","False","","","False","","","","","","","","","","","","",""
"100027","False","TRF","True","","","False","","","","(2.0 - 3.2)","","","2.0000","3.2000","","","","",""
"100028","False","TAAX","True","","","False","","","","(<34)","","",".0000","34.0000","","","99999.0000","99999.0000",""
"100029","False","TAA","True","","","False","","","","(<34)","","",".0000","34.0000","","","99999.0000","99999.0000",""
"100030","False","MG","True","","","False","","1","M","(0.6 - 1.0)",".5000","250.0000",".6000","1.0000","","",".7000","1.5000","2011-09-01"
"100031","False","MG","False","","","False","","16","Y","(0.7 - 1.0)",".5000","250.0000",".7000","1.0000","","",".7000","1.5000","2011-09-01"
"100032","False","MG","False","","","False","","120","Y","(0.7 - 1.0)",".5000","250.0000",".7000","1.0000","","",".7000","1.5000","2011-09-01"
"100033","False","MG","False","","","False","","","","(0.7 - 1.0)",".5000","250.0000",".7000","1.0000","","",".7000","1.5000","2011-09-01"
"100034","False","LH","True","","","False","","","","","","","","","","","99999.0000","99999.0000",""
"100035","False","LDH","True","","","False","","4","D","(<1700)","","",".0000","1700.0000","","",".0000","99999.0000",""
"100036","False","LDH","False","","","False","","12","M","(<1100)","","",".0000","1100.0000","","",".0000","99999.0000",""
"100037","False","LDH","False","","","False","","2","Y","(<850)","","",".0000","850.0000","","",".0000","99999.0000",""
"100038","False","LDH","False","","","False","","5","Y","(<615)","","",".0000","615.0000","","",".0000","99999.0000",""
"100039","False","LDH","False","","","False","M","11","Y","(<760)","","",".0000","760.0000","","",".0000","99999.0000",""
"100040","False","LDH","False","","","False","F","11","Y","(<580)","","",".0000","580.0000","","",".0000","99999.0000",""
"100041","False","LDH","False","","","False","M","16","Y","(<680)","","",".0000","680.0000","","",".0000","99999.0000",""
"100042","False","LDH","False","","","False","F","16","Y","(<440)","","",".0000","440.0000","","",".0000","99999.0000",""
"100043","False","LDH","False","","","False","F","","","(135 - 214)","","","135.0000","214.0000","","",".0000","99999.0000",""
"100044","False","LDH","False","","","False","M","","","(135 - 225)","","","135.0000","225.0000","","",".0000","99999.0000",""
"100045","False","IRON","True","","","False","F","5","M","(3.5 - 15)","","","3.5000","15.0000","","","1.0000","15.0000",""
"100046","False","IRON","False","","","False","F","2","Y","(5.5 - 20)","","","5.5000","20.0000","","","1.0000","15.0000",""
"100047","False","IRON","False","","","False","F","6","Y","(6.5 - 23)","","","6.5000","23.0000","","","1.0000","15.0000",""
"100048","False","IRON","False","","","False","F","13","Y","(7.5 - 26)","","","7.5000","26.0000","","","1.0000","15.0000",""
"100049","False","IRON","False","","","False","F","120","Y","(8.8 - 27)","","","8.8000","27.0000","","","1.0000","15.0000",""
"100050","False","IRON","False","","","False","M","5","M","(3.5 - 15)","","","3.5000","15.0000","","","1.0000","15.0000",""
"100051","False","IRON","False","","","False","M","2","Y","(5.5 - 20)","","","5.5000","20.0000","","","1.0000","15.0000",""
"100052","False","IRON","False","","","False","M","6","Y","(6.5 - 23)","","","6.5000","23.0000","","","1.0000","15.0000",""
"100053","False","IRON","False","","","False","M","13","Y","(7.5 - 26)","","","7.5000","26.0000","","","1.0000","15.0000",""
"100054","False","IRON","False","","","False","M","120","Y","(9.5 - 30)","","","9.5000","30.0000","","","1.0000","15.0000",""
"100055","False","IGM","True","","","False","","12","M","(0.0 - 1.5)","","",".0000","1.5000","","",".2000","99999.0000","2013-08-20"
"100056","False","IGM","False","","","False","","3","Y","(0.2 - 1.5)","","",".2000","1.5000","","",".2000","99999.0000","2013-08-20"
"100057","False","IGM","False","","","False","","6","Y","(0.2 - 2.1)","","",".2000","2.1000","","",".2000","99999.0000","2013-08-20"
"100058","False","IGM","False","","","False","","9","Y","(0.3 - 2.1)","","",".3000","2.1000","","",".3000","99999.0000","2013-08-20"
"100059","False","IGM","False","","","False","","11","Y","(0.3 - 1.8)","","",".3000","1.8000","","",".3000","99999.0000","2013-08-20"
"100060","False","IGM","False","","","False","","13","Y","(0.4 - 2.4)","","",".4000","2.4000","","",".4000","99999.0000","2013-08-20"
"100061","False","IGM","False","","","False","","15","Y","(0.2 - 1.9)","","",".2000","1.9000","","",".2000","99999.0000","2013-08-20"
"100062","False","IGM","False","","","False","","19","Y","(0.2 - 2.6)","","",".2000","2.6000","","",".2000","99999.0000",""
"100063","False","IGM","False","","","False","","120","Y","(0.4 - 2.3)","","",".4000","2.3000","","",".4000","99999.0000","2013-08-20"
"100064","False","IGG","True","","","False","","12","M","(2.3 - 14.1)","","","2.3000","14.1000","","","2.3000","99999.0000","2013-08-20"
"100065","False","IGG","False","","","False","","3","Y","(4.5 - 9.2)","","","4.5000","9.2000","","","4.5000","99999.0000","2013-08-20"
"100066","False","IGG","False","","","False","","6","Y","(5.0 - 14.7)","","","5.0000","14.7000","","","5.0000","99999.0000","2013-08-20"
"100067","False","IGG","False","","","False","","9","Y","(5.7 - 14.7)","","","5.7000","14.7000","","","5.7000","99999.0000","2013-08-20"
"100068","False","IGG","False","","","False","","11","Y","(7.0 - 15.6)","","","7.0000","15.6000","","","7.0000","99999.0000","2013-08-20"
"100069","False","IGG","False","","","False","","13","Y","(7.6 - 15.5)","","","7.6000","15.5000","","","7.6000","99999.0000","2013-08-20"
"100070","False","IGG","False","","","False","","15","Y","(7.2 - 17.1)","","","7.2000","17.1000","","","7.2000","99999.0000",""
"100071","False","IGG","False","","","False","","19","Y","(5.5 - 15.8)","","","5.5000","15.8000","","","5.5000","99999.0000",""
"100072","False","IGG","False","","","False","","120","Y","(7.0 - 16.0)","","","7.0000","16.0000","","","7.0000","99999.0000","2013-08-20"
"100073","False","IGA","True","","","False","","12","M","(0.0 - 0.8)","","",".0000",".8000","","",".2000","99999.0000","2013-08-20"
"100074","False","IGA","False","","","False","","3","Y","(0.2 - 1.0)","","",".2000","1.0000","","",".2000","99999.0000","2013-08-20"
"100075","False","IGA","False","","","False","","6","Y","(0.3 - 2.0)","","",".3000","2.0000","","",".3000","99999.0000","2013-08-20"
"100076","False","IGA","False","","","False","","9","Y","(0.3 - 3.1)","","",".3000","3.1000","","",".3000","99999.0000","2013-08-20"
